server,eval_csv,run_dir,env,domain,task,config,seed,target_steps,final_step,status,success_final,return_final,length_final,success_best,best_step,drop_from_best,success_peak_after_500k,peak_step_after_500k,trajectory,mtime
4090d,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task1-v0_seed1_1000000/scene_r2_seed_ext_scene-play-singletask-task1-v0_seed1/sd001_20260608_062436/eval.csv,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task1-v0_seed1_1000000/scene_r2_seed_ext_scene-play-singletask-task1-v0_seed1/sd001_20260608_062436,scene-play-singletask-task1-v0,scene,task1,R2_flow_residual_disagree_std_lam0p001,1,1000000,1000000,COMPLETED,1,-115.4,89.2,1,50000,0,1,500000,0:0 -> 100k:0.8 -> 200k:1 -> 300k:1 -> 400k:1 -> 500k:1 -> 600k:1 -> 700k:1 -> 800k:1 -> 900k:1 -> 1M:1,2026-06-08T10:45:31
4090d,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task2-v0_seed0_1000000/scene_r2_seed_ext_scene-play-singletask-task2-v0_seed0/sd000_20260607_213236/eval.csv,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task2-v0_seed0_1000000/scene_r2_seed_ext_scene-play-singletask-task2-v0_seed0/sd000_20260607_213236,scene-play-singletask-task2-v0,scene,task2,R2_flow_residual_disagree_std_lam0p001,0,1000000,1000000,COMPLETED,1,-363.8,192.9,1,200000,0,1,500000,0:0 -> 100k:0.9 -> 200k:1 -> 300k:1 -> 400k:1 -> 500k:1 -> 600k:1 -> 700k:1 -> 800k:1 -> 900k:0.9 -> 1M:1,2026-06-08T01:48:50
4090d,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task2-v0_seed1_1000000/scene_r2_seed_ext_scene-play-singletask-task2-v0_seed1/sd001_20260608_102819/eval.csv,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task2-v0_seed1_1000000/scene_r2_seed_ext_scene-play-singletask-task2-v0_seed1/sd001_20260608_102819,scene-play-singletask-task2-v0,scene,task2,R2_flow_residual_disagree_std_lam0p001,1,1000000,1000000,COMPLETED,1,-432.5,241.8,1,100000,0,1,500000,0:0 -> 100k:1 -> 200k:1 -> 300k:1 -> 400k:1 -> 500k:1 -> 600k:1 -> 700k:1 -> 800k:1 -> 900k:1 -> 1M:1,2026-06-08T14:42:01
4090d,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task3-v0_seed0_1000000/scene_r2_seed_ext_scene-play-singletask-task3-v0_seed0/sd000_20260608_014920/eval.csv,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task3-v0_seed0_1000000/scene_r2_seed_ext_scene-play-singletask-task3-v0_seed0/sd000_20260608_014920,scene-play-singletask-task3-v0,scene,task3,R2_flow_residual_disagree_std_lam0p001,0,1000000,1000000,COMPLETED,1,-495.9,280,1,200000,0,1,500000,0:0 -> 100k:0.7 -> 200k:1 -> 300k:0.9 -> 400k:0.9 -> 500k:1 -> 600k:0.9 -> 700k:1 -> 800k:0.8 -> 900k:0.9 -> 1M:1,2026-06-08T06:05:27
4090d,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task3-v0_seed1_1000000/scene_r2_seed_ext_scene-play-singletask-task3-v0_seed1/sd001_20260608_104550/eval.csv,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task3-v0_seed1_1000000/scene_r2_seed_ext_scene-play-singletask-task3-v0_seed1/sd001_20260608_104550,scene-play-singletask-task3-v0,scene,task3,R2_flow_residual_disagree_std_lam0p001,1,1000000,1000000,COMPLETED,1,-386,201.5,1,250000,0,1,500000,0:0 -> 100k:0.5 -> 200k:0.8 -> 300k:1 -> 400k:1 -> 500k:1 -> 600k:1 -> 700k:0.8 -> 800k:0.9 -> 900k:1 -> 1M:1,2026-06-08T15:10:21
4090d,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task4-v0_seed0_1000000/scene_r2_seed_ext_scene-play-singletask-task4-v0_seed0/sd000_20260608_015420/eval.csv,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task4-v0_seed0_1000000/scene_r2_seed_ext_scene-play-singletask-task4-v0_seed0/sd000_20260608_015420,scene-play-singletask-task4-v0,scene,task4,R2_flow_residual_disagree_std_lam0p001,0,1000000,1000000,COMPLETED,0.1,-748.7,706.6,0.3,100000,-0.2,0.2,600000,0:0 -> 100k:0.3 -> 200k:0.2 -> 300k:0 -> 400k:0.1 -> 500k:0 -> 600k:0.2 -> 700k:0.1 -> 800k:0 -> 900k:0 -> 1M:0.1,2026-06-08T06:24:02
4090d,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task4-v0_seed1_1000000/scene_r2_seed_ext_scene-play-singletask-task4-v0_seed1/sd001_20260608_144231/eval.csv,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task4-v0_seed1_1000000/scene_r2_seed_ext_scene-play-singletask-task4-v0_seed1/sd001_20260608_144231,scene-play-singletask-task4-v0,scene,task4,R2_flow_residual_disagree_std_lam0p001,1,1000000,1000000,COMPLETED,0,-770.5,750,1,150000,-1,0.1,500000,0:0 -> 100k:0.7 -> 200k:0.4 -> 300k:0.1 -> 400k:0 -> 500k:0.1 -> 600k:0 -> 700k:0 -> 800k:0.1 -> 900k:0 -> 1M:0,2026-06-08T19:03:16
4090d,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task5-v0_seed0_1000000/scene_r2_seed_ext_scene-play-singletask-task5-v0_seed0/sd000_20260608_060605/eval.csv,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task5-v0_seed0_1000000/scene_r2_seed_ext_scene-play-singletask-task5-v0_seed0/sd000_20260608_060605,scene-play-singletask-task5-v0,scene,task5,R2_flow_residual_disagree_std_lam0p001,0,1000000,1000000,COMPLETED,0,-884.1,750,0,1,0,0,500000,0:0 -> 100k:0 -> 200k:0 -> 300k:0 -> 400k:0 -> 500k:0 -> 600k:0 -> 700k:0 -> 800k:0 -> 900k:0 -> 1M:0,2026-06-08T10:27:54
4090d,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task5-v0_seed1_1000000/scene_r2_seed_ext_scene-play-singletask-task5-v0_seed1/sd001_20260608_151032/eval.csv,/root/sb-value-flows/exp/scene_r2_seed_extension_4090d/R2_flow_residual_disagree_std_lam0p001_scene-play-singletask-task5-v0_seed1_1000000/scene_r2_seed_ext_scene-play-singletask-task5-v0_seed1/sd001_20260608_151032,scene-play-singletask-task5-v0,scene,task5,R2_flow_residual_disagree_std_lam0p001,1,1000000,1000000,COMPLETED,0,-890.5,750,0,1,0,0,500000,0:0 -> 100k:0 -> 200k:0 -> 300k:0 -> 400k:0 -> 500k:0 -> 600k:0 -> 700k:0 -> 800k:0 -> 900k:0 -> 1M:0,2026-06-08T19:40:07
4090d,/root/sb-value-flows/exp/table3_pm_fullres_problem_envs_2x4090/cube-triple-play-singletask-task1-v0_pm_fullres_seed0/sd000_20260528_220754/eval.csv,/root/sb-value-flows/exp/table3_pm_fullres_problem_envs_2x4090/cube-triple-play-singletask-task1-v0_pm_fullres_seed0/sd000_20260528_220754,cube-triple-play-singletask-task1-v0,cube-triple,task1,sd000_20260528_220754,0,1000000,1000000,COMPLETED,0.6,-594,566.4,0.9,950000,-0.3,0.9,950000,0:0 -> 100k:0.3 -> 200k:0.3 -> 300k:0.6 -> 400k:0.3 -> 500k:0.1 -> 600k:0.5 -> 700k:0.7 -> 800k:0.5 -> 900k:0.6 -> 1M:0.6,2026-05-29T02:40:18
4090d,/root/sb-value-flows/exp/table3_pm_fullres_problem_envs_2x4090/cube-triple-play-singletask-task1-v0_pm_fullres_seed1/sd001_20260528_220754/eval.csv,/root/sb-value-flows/exp/table3_pm_fullres_problem_envs_2x4090/cube-triple-play-singletask-task1-v0_pm_fullres_seed1/sd001_20260528_220754,cube-triple-play-singletask-task1-v0,cube-triple,task1,sd001_20260528_220754,1,1000000,1000000,COMPLETED,0.7,-579,579.7,0.8,400000,-0.1,0.7,600000,0:0 -> 100k:0 -> 200k:0 -> 300k:0.1 -> 400k:0.8 -> 500k:0.2 -> 600k:0.7 -> 700k:0.2 -> 800k:0.5 -> 900k:0.5 -> 1M:0.7,2026-05-29T02:32:36
4090d,/root/sb-value-flows/exp/table3_pm_fullres_problem_envs_2x4090/cube-triple-play-singletask-task1-v0_pm_fullres_seed2/sd002_20260529_023242/eval.csv,/root/sb-value-flows/exp/table3_pm_fullres_problem_envs_2x4090/cube-triple-play-singletask-task1-v0_pm_fullres_seed2/sd002_20260529_023242,cube-triple-play-singletask-task1-v0,cube-triple,task1,sd002_20260529_023242,2,300000,550000,COMPLETED,0.5,-609.5,610,0.6,500000,-0.1,0.6,500000,0:0 -> 100k:0 -> 200k:0 -> 300k:0.3 -> 400k:0.3 -> 500k:0.6 -> 550k:0.5,2026-05-29T04:59:38
4090d,/root/sb-value-flows/exp/table3_pm_fullres_problem_envs_2x4090/cube-triple-play-singletask-task1-v0_pm_fullres_seed2/sd002_20260529_100351/eval.csv,/root/sb-value-flows/exp/table3_pm_fullres_problem_envs_2x4090/cube-triple-play-singletask-task1-v0_pm_fullres_seed2/sd002_20260529_100351,cube-triple-play-singletask-task1-v0,cube-triple,task1,sd002_20260529_100351,2,1000000,1000000,COMPLETED,0.8,-560.7,561.5,1,950000,-0.2,1,950000,0:0 -> 100k:0 -> 200k:0 -> 300k:0 -> 400k:0.4 -> 500k:0.4 -> 600k:0.1 -> 700k:0.5 -> 800k:0.8 -> 900k:0.9 -> 1M:0.8,2026-05-29T14:49:16
4090d,/root/sb-value-flows/exp/table3_pm_fullres_problem_envs_2x4090/puzzle-3x3-play-singletask-task4-v0_pm_fullres_seed0/sd000_20260529_024024/eval.csv,/root/sb-value-flows/exp/table3_pm_fullres_problem_envs_2x4090/puzzle-3x3-play-singletask-task4-v0_pm_fullres_seed0/sd000_20260529_024024,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,sd000_20260529_024024,0,300000,500000,COMPLETED,0.1,-1066,484.7,0.1,500000,0,0.1,500000,0:0 -> 100k:0 -> 200k:0 -> 300k:0 -> 400k:0 -> 500k:0.1,2026-05-29T04:56:50
4090d,/root/sb-value-flows/exp/table3_pm_fullres_problem_envs_2x4090/puzzle-3x3-play-singletask-task4-v0_pm_fullres_seed0/sd000_20260529_100351/eval.csv,/root/sb-value-flows/exp/table3_pm_fullres_problem_envs_2x4090/puzzle-3x3-play-singletask-task4-v0_pm_fullres_seed0/sd000_20260529_100351,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,sd000_20260529_100351,0,1000000,1000000,COMPLETED,0,-1235.7,500,1,700000,-1,1,700000,0:0 -> 100k:0 -> 200k:0.2 -> 300k:0.5 -> 400k:0.4 -> 500k:0.5 -> 600k:0.7 -> 700k:1 -> 800k:0.6 -> 900k:0.5 -> 1M:0,2026-05-29T14:37:48
4090d,/root/sb-value-flows/exp/table3_pm_fullres_problem_envs_2x4090/puzzle-3x3-play-singletask-task4-v0_pm_fullres_seed1/sd001_20260529_143754/eval.csv,/root/sb-value-flows/exp/table3_pm_fullres_problem_envs_2x4090/puzzle-3x3-play-singletask-task4-v0_pm_fullres_seed1/sd001_20260529_143754,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,sd001_20260529_143754,1,1000000,1000000,COMPLETED,0.6,-1094,415.4,0.9,550000,-0.3,0.9,550000,0:0 -> 100k:0 -> 200k:0 -> 300k:0 -> 400k:0.1 -> 500k:0.2 -> 600k:0.2 -> 700k:0.4 -> 800k:0.2 -> 900k:0.5 -> 1M:0.6,2026-05-29T19:12:57
4090d,/root/sb-value-flows/exp/table3_pm_fullres_problem_envs_2x4090/puzzle-3x3-play-singletask-task4-v0_pm_fullres_seed2/sd002_20260529_144923/eval.csv,/root/sb-value-flows/exp/table3_pm_fullres_problem_envs_2x4090/puzzle-3x3-play-singletask-task4-v0_pm_fullres_seed2/sd002_20260529_144923,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,sd002_20260529_144923,2,1000000,1000000,COMPLETED,0.6,-978.4,360.8,0.6,1000000,0,0.6,1000000,0:0 -> 100k:0 -> 200k:0 -> 300k:0.1 -> 400k:0.1 -> 500k:0.2 -> 600k:0.3 -> 700k:0.1 -> 800k:0.4 -> 900k:0.4 -> 1M:0.6,2026-05-29T19:33:09
4090d,/root/sb-value-flows/exp/table3_pm_fullsafe_light_problem_envs_2x4090/cube-triple-play-singletask-task1-v0_fullsafe_light_seed0/sd000_20260527_232500/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_light_problem_envs_2x4090/cube-triple-play-singletask-task1-v0_fullsafe_light_seed0/sd000_20260527_232500,cube-triple-play-singletask-task1-v0,cube-triple,task1,fullsafe_light,0,1000000,1000000,COMPLETED,0.8,-666.4,667.2,0.9,850000,-0.1,0.9,850000,0:0 -> 100k:0 -> 200k:0 -> 300k:0.1 -> 400k:0.1 -> 500k:0.1 -> 600k:0.1 -> 700k:0.4 -> 800k:0.2 -> 900k:0.8 -> 1M:0.8,2026-05-28T03:41:15
4090d,/root/sb-value-flows/exp/table3_pm_fullsafe_light_problem_envs_2x4090/cube-triple-play-singletask-task1-v0_fullsafe_light_seed1/sd001_20260527_232500/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_light_problem_envs_2x4090/cube-triple-play-singletask-task1-v0_fullsafe_light_seed1/sd001_20260527_232500,cube-triple-play-singletask-task1-v0,cube-triple,task1,fullsafe_light,1,1000000,1000000,COMPLETED,0.9,-477.5,478.4,0.9,1000000,0,0.9,1000000,0:0 -> 100k:0 -> 200k:0.2 -> 300k:0.3 -> 400k:0.3 -> 500k:0.1 -> 600k:0.8 -> 700k:0.2 -> 800k:0.5 -> 900k:0.7 -> 1M:0.9,2026-05-28T03:35:10
4090d,/root/sb-value-flows/exp/table3_pm_fullsafe_light_problem_envs_2x4090/cube-triple-play-singletask-task1-v0_fullsafe_light_seed2/sd002_20260528_033517/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_light_problem_envs_2x4090/cube-triple-play-singletask-task1-v0_fullsafe_light_seed2/sd002_20260528_033517,cube-triple-play-singletask-task1-v0,cube-triple,task1,fullsafe_light,2,1000000,1000000,COMPLETED,0.8,-493.2,490.8,1,800000,-0.2,1,800000,0:0 -> 100k:0 -> 200k:0 -> 300k:0.1 -> 400k:0.2 -> 500k:0.3 -> 600k:0.5 -> 700k:0.8 -> 800k:1 -> 900k:0.8 -> 1M:0.8,2026-05-28T07:43:31
4090d,/root/sb-value-flows/exp/table3_pm_fullsafe_light_problem_envs_2x4090/puzzle-3x3-play-singletask-task4-v0_fullsafe_light_seed0/sd000_20260528_034121/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_light_problem_envs_2x4090/puzzle-3x3-play-singletask-task4-v0_fullsafe_light_seed0/sd000_20260528_034121,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,fullsafe_light,0,1000000,1000000,COMPLETED,0.4,-1132.2,455,0.9,750000,-0.5,0.9,750000,0:0 -> 100k:0 -> 200k:0 -> 300k:0 -> 400k:0.1 -> 500k:0.1 -> 600k:0.4 -> 700k:0.5 -> 800k:0.3 -> 900k:0.6 -> 1M:0.4,2026-05-28T07:55:08
4090d,/root/sb-value-flows/exp/table3_pm_fullsafe_light_problem_envs_2x4090/puzzle-3x3-play-singletask-task4-v0_fullsafe_light_seed1/sd001_20260528_074336/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_light_problem_envs_2x4090/puzzle-3x3-play-singletask-task4-v0_fullsafe_light_seed1/sd001_20260528_074336,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,fullsafe_light,1,1000000,1000000,COMPLETED,1,-876.4,299.9,1,1000000,0,1,1000000,0:0 -> 100k:0 -> 200k:0 -> 300k:0 -> 400k:0 -> 500k:0.2 -> 600k:0.4 -> 700k:0.6 -> 800k:0.6 -> 900k:0.7 -> 1M:1,2026-05-28T11:50:35
4090d,/root/sb-value-flows/exp/table3_pm_fullsafe_light_problem_envs_2x4090/puzzle-3x3-play-singletask-task4-v0_fullsafe_light_seed2/sd002_20260528_075514/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_light_problem_envs_2x4090/puzzle-3x3-play-singletask-task4-v0_fullsafe_light_seed2/sd002_20260528_075514,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,fullsafe_light,2,1000000,1000000,COMPLETED,1,-807.7,268.6,1,750000,0,1,750000,0:0 -> 100k:0 -> 200k:0 -> 300k:0 -> 400k:0 -> 500k:0.2 -> 600k:0.7 -> 700k:0.9 -> 800k:0.9 -> 900k:0.9 -> 1M:1,2026-05-28T12:08:25
4090d,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/cube-double-play-singletask-task2-v0_pm_fullsafe_seed0/sd000_20260526_123146/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/cube-double-play-singletask-task2-v0_pm_fullsafe_seed0/sd000_20260526_123146,cube-double-play-singletask-task2-v0,cube-double,task2,FullSafe,0,1000000,1000000,COMPLETED,0.9,-328.3,228.7,0.9,1000000,0,0.9,1000000,0:0 -> 100k:0 -> 200k:0 -> 300k:0.5 -> 400k:0.4 -> 500k:0.5 -> 600k:0.7 -> 700k:0.5 -> 800k:0.8 -> 900k:0.5 -> 1M:0.9,2026-05-26T16:42:42
4090d,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/cube-double-play-singletask-task2-v0_pm_fullsafe_seed1/sd001_20260526_123147/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/cube-double-play-singletask-task2-v0_pm_fullsafe_seed1/sd001_20260526_123147,cube-double-play-singletask-task2-v0,cube-double,task2,FullSafe,1,1000000,1000000,COMPLETED,0.8,-393.7,231.6,1,900000,-0.2,1,900000,0:0 -> 100k:0 -> 200k:0 -> 300k:0.2 -> 400k:0.3 -> 500k:0.6 -> 600k:0.7 -> 700k:0.8 -> 800k:0.9 -> 900k:1 -> 1M:0.8,2026-05-26T16:35:41
4090d,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/cube-double-play-singletask-task2-v0_pm_fullsafe_seed2/sd002_20260526_163547/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/cube-double-play-singletask-task2-v0_pm_fullsafe_seed2/sd002_20260526_163547,cube-double-play-singletask-task2-v0,cube-double,task2,FullSafe,2,1000000,1000000,COMPLETED,0.7,-483.6,283.3,1,900000,-0.3,1,900000,0:0 -> 100k:0 -> 200k:0 -> 300k:0.3 -> 400k:0.7 -> 500k:0.4 -> 600k:0.9 -> 700k:0.8 -> 800k:0.8 -> 900k:1 -> 1M:0.7,2026-05-26T20:38:12
4090d,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/cube-triple-play-singletask-task1-v0_pm_fullsafe_seed0/sd000_20260526_164248/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/cube-triple-play-singletask-task1-v0_pm_fullsafe_seed0/sd000_20260526_164248,cube-triple-play-singletask-task1-v0,cube-triple,task1,FullSafe,0,1000000,1000000,COMPLETED,0,-1226.5,1000,0.7,850000,-0.7,0.7,850000,0:0 -> 100k:0 -> 200k:0 -> 300k:0 -> 400k:0 -> 500k:0.4 -> 600k:0.1 -> 700k:0.1 -> 800k:0.1 -> 900k:0.1 -> 1M:0,2026-05-26T21:01:32
4090d,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/cube-triple-play-singletask-task1-v0_pm_fullsafe_seed1/sd001_20260526_203817/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/cube-triple-play-singletask-task1-v0_pm_fullsafe_seed1/sd001_20260526_203817,cube-triple-play-singletask-task1-v0,cube-triple,task1,FullSafe,1,1000000,1000000,COMPLETED,0.6,-650.3,650.9,0.7,500000,-0.1,0.7,500000,0:0 -> 100k:0.1 -> 200k:0.3 -> 300k:0.4 -> 400k:0.4 -> 500k:0.7 -> 600k:0.4 -> 700k:0.3 -> 800k:0.3 -> 900k:0.3 -> 1M:0.6,2026-05-27T00:47:59
4090d,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/cube-triple-play-singletask-task1-v0_pm_fullsafe_seed2/sd002_20260526_210138/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/cube-triple-play-singletask-task1-v0_pm_fullsafe_seed2/sd002_20260526_210138,cube-triple-play-singletask-task1-v0,cube-triple,task1,FullSafe,2,1000000,1000000,COMPLETED,0.3,-783.6,781,0.8,800000,-0.5,0.8,800000,0:0 -> 100k:0 -> 200k:0 -> 300k:0.1 -> 400k:0.1 -> 500k:0.3 -> 600k:0.7 -> 700k:0.4 -> 800k:0.8 -> 900k:0.6 -> 1M:0.3,2026-05-27T01:18:12
4090d,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/puzzle-3x3-play-singletask-task4-v0_pm_fullsafe_seed0/sd000_20260527_004805/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/puzzle-3x3-play-singletask-task4-v0_pm_fullsafe_seed0/sd000_20260527_004805,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,FullSafe,0,1000000,1000000,COMPLETED,0.8,-982.7,340.9,1,600000,-0.2,1,600000,0:0 -> 100k:0 -> 200k:0.2 -> 300k:0.2 -> 400k:0.7 -> 500k:0.7 -> 600k:1 -> 700k:0.9 -> 800k:0.9 -> 900k:0.9 -> 1M:0.8,2026-05-27T04:55:09
4090d,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/puzzle-3x3-play-singletask-task4-v0_pm_fullsafe_seed1/sd001_20260527_011818/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/puzzle-3x3-play-singletask-task4-v0_pm_fullsafe_seed1/sd001_20260527_011818,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,FullSafe,1,1000000,1000000,COMPLETED,0.1,-1202.8,499.7,0.7,650000,-0.6,0.7,650000,0:0 -> 100k:0 -> 200k:0 -> 300k:0 -> 400k:0.1 -> 500k:0.3 -> 600k:0.2 -> 700k:0.4 -> 800k:0.1 -> 900k:0 -> 1M:0.1,2026-05-27T05:31:52
4090d,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/puzzle-3x3-play-singletask-task4-v0_pm_fullsafe_seed2/sd002_20260527_045515/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/puzzle-3x3-play-singletask-task4-v0_pm_fullsafe_seed2/sd002_20260527_045515,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,FullSafe,2,1000000,1000000,COMPLETED,0.9,-920,331.2,1,900000,-0.1,1,900000,0:0 -> 100k:0 -> 200k:0.1 -> 300k:0 -> 400k:0.1 -> 500k:0.1 -> 600k:0.7 -> 700k:0.6 -> 800k:0.8 -> 900k:1 -> 1M:0.9,2026-05-27T09:01:01
4090d,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/puzzle-4x4-play-singletask-task4-v0_pm_fullsafe_seed0/sd000_20260527_053158/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/puzzle-4x4-play-singletask-task4-v0_pm_fullsafe_seed0/sd000_20260527_053158,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4,task4,FullSafe,0,1000000,1000000,COMPLETED,0.1,-2299.1,474.1,0.4,200000,-0.3,0.3,500000,0:0 -> 100k:0 -> 200k:0.4 -> 300k:0 -> 400k:0.4 -> 500k:0.3 -> 600k:0 -> 700k:0.2 -> 800k:0.2 -> 900k:0.2 -> 1M:0.1,2026-05-27T09:48:59
4090d,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/puzzle-4x4-play-singletask-task4-v0_pm_fullsafe_seed1/sd001_20260527_090107/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/puzzle-4x4-play-singletask-task4-v0_pm_fullsafe_seed1/sd001_20260527_090107,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4,task4,FullSafe,1,1000000,1000000,COMPLETED,0.3,-1986.6,449.4,0.3,250000,0,0.3,1000000,0:0 -> 100k:0 -> 200k:0 -> 300k:0.3 -> 400k:0 -> 500k:0.1 -> 600k:0 -> 700k:0 -> 800k:0.2 -> 900k:0.1 -> 1M:0.3,2026-05-27T13:12:00
4090d,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/puzzle-4x4-play-singletask-task4-v0_pm_fullsafe_seed2/sd002_20260527_094905/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/puzzle-4x4-play-singletask-task4-v0_pm_fullsafe_seed2/sd002_20260527_094905,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4,task4,FullSafe,2,1000000,1000000,COMPLETED,0.2,-2072.6,454.7,0.4,200000,-0.2,0.4,550000,0:0 -> 100k:0 -> 200k:0.4 -> 300k:0.2 -> 400k:0.2 -> 500k:0.2 -> 600k:0.1 -> 700k:0.2 -> 800k:0.2 -> 900k:0.3 -> 1M:0.2,2026-05-27T14:06:03
4090d,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/scene-play-singletask-task2-v0_pm_fullsafe_seed0/sd000_20260527_131206/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/scene-play-singletask-task2-v0_pm_fullsafe_seed0/sd000_20260527_131206,scene-play-singletask-task2-v0,scene,task2,FullSafe,0,1000000,1000000,COMPLETED,1,-429.5,255.5,1,200000,0,1,500000,0:0 -> 100k:0.9 -> 200k:1 -> 300k:1 -> 400k:1 -> 500k:1 -> 600k:1 -> 700k:1 -> 800k:1 -> 900k:1 -> 1M:1,2026-05-27T17:13:44
4090d,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/scene-play-singletask-task2-v0_pm_fullsafe_seed1/sd001_20260527_140609/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_2x4090_parallel/scene-play-singletask-task2-v0_pm_fullsafe_seed1/sd001_20260527_140609,scene-play-singletask-task2-v0,scene,task2,FullSafe,1,1000000,1000000,COMPLETED,1,-359.8,194,1,100000,0,1,500000,0:0 -> 100k:1 -> 200k:1 -> 300k:1 -> 400k:1 -> 500k:1 -> 600k:1 -> 700k:1 -> 800k:1 -> 900k:1 -> 1M:1,2026-05-27T18:16:28
